establecimiento_id;establecimiento_nombre_comercial;establecimiento_modalidad;establecimiento_tipologia;establecimiento_clasificacion;direccion;direccion_isla_nombre;direccion_provincia_nombre;direccion_municipio_nombre;direccion_localidad_nombre;direccion_codigo_postal;unidades_explotacion;plazas;longitud;latitud
E-35-2-0000227;Orange Light;Extrahotelera;Villa;Categoria Unica;Tórtola, Nº 6,  Pta. N-7;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;6;-13.87463;28.71404
E-35-2-0000228;Savila;Extrahotelera;Villa;Categoria Unica;Sávila, 1;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;8;-13.859455;28.396362
E-35-2-0000229;La Estancia 25;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000230;Puerta Del Sol 187;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;2;0;0
E-35-2-0000231;Sun Beach 85;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;2;0;0
E-35-2-0000232;Valentina;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000233;La Estancia 16;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000234;La Estancia 19;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000235;La Estancia 21;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;3;6;0;0
E-35-2-0000236;Daisy;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000237;Guacamayo 2;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;1;6;0;0
E-35-2-0000238;Athenea;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;4;0;0
E-35-2-0000239;Las Cascadas, 14;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;8;0;0
E-35-2-0000240;Aston Villa;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;8;0;0
E-35-2-0000241;La Siesta 36;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;3;6;0;0
E-35-2-0000242;El Molino;Extrahotelera;Villa;Categoria Unica;Avenida Angel Jove, Villa Nº 11;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000244;Caminante;Extrahotelera;Villa;Categoria Unica;C/ Jardines De Ayoze-El Descanso;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;_U;6;3;0;0
E-35-2-0000246;Don Luis;Extrahotelera;Apartamento;Tres Estrellas;C/ Tortuga, Urbanización Corralejo Playa;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000247;Lucia;Extrahotelera;Villa;Categoria Unica;C/ La Maresia;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000248;Nazaret;Extrahotelera;Villa;Categoria Unica;C/ Los Guirres;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;_U;0;0;0;0
E-35-2-0000249;Tamarindo 5;Extrahotelera;Villa;Categoria Unica;Urbanizacion Oasis Tamarindo Ii;Fuerteventura;Palmas (Las);La Oliva;Corralejo;_U;0;0;0;0
E-35-2-0000250;Castillo Beach Park;Extrahotelera;Apartamento;Tres Estrellas;C/ Tunera, S/N;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;_U;89;178;0;0
E-35-2-0000253;Emilia;Extrahotelera;Villa;Categoria Unica;C/ Dormidero;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000254;Maday;Extrahotelera;Villa;Categoria Unica;C/ Clavellina, Nº 4, Puerta 14, Avda. Fuerteventura;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000258;Seven Dreams Villa 2;Extrahotelera;Villa;Categoria Unica;C/ Chorlitejo, 2-2;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000259;Seven Dreams Villa 4;Extrahotelera;Villa;Categoria Unica;C/ Chorlitejo, 2-2 (Villa 4);Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000260;Seven Dreams Villa 6;Extrahotelera;Villa;Categoria Unica;C/ Chorlitejo, 2-2 (Villa 6);Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000261;Bahiazul Vrea Villa 4.2;Extrahotelera;Villa;Categoria Unica;C/ Pardelas;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000262;Bahiazul Vrea Villa 4.3;Extrahotelera;Villa;Categoria Unica;C/ Padelas, Villa 4.3;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000263;Bahiazul Vrea Villa 4.6;Extrahotelera;Villa;Categoria Unica;C/ Padelas, Villa 4.6;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000264;Bahiazul Vrea Villa 8-9;Extrahotelera;Villa;Categoria Unica;C/ Padelas, Villa 8.9;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000265;Bahiazul Vrea Villa 9-3;Extrahotelera;Villa;Categoria Unica;C/ Pardelas, Villa 9.3;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000266;Bahiazul Vrea Villa 9.5;Extrahotelera;Villa;Categoria Unica;C/ Pardelas, Villa 9.5;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000267;Bahiazul Vrea Villa 9.7;Extrahotelera;Villa;Categoria Unica;C/ Pardelas, Villa 9.7;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000268;Bahiazul Vrea Villa 9.9;Extrahotelera;Villa;Categoria Unica;C/ Pardelas, Villa 9.9;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000269;Bahiazul Vrea Villa 9.11;Extrahotelera;Villa;Categoria Unica;C/ Pardelas, Villa 9.11;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000270;El Vergel;Extrahotelera;Villa;Categoria Unica;C/ Islas Canarias;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000271;La Chalatana;Extrahotelera;Villa;Categoria Unica;C/ Sávila;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000275;Miramar Boutique Apartments;Extrahotelera;Apartamento;Tres Estrellas;C/ Velero;Fuerteventura;Palmas (Las);La Oliva;Corralejo;_U;0;0;0;0
E-35-2-0000276;Miramar Boutique Apartments;Extrahotelera;Apartamento;Tres Estrellas;C/ Velero;Fuerteventura;Palmas (Las);La Oliva;Corralejo;_U;0;0;0;0
E-35-2-0000277;Arena Wave Hostel;Extrahotelera;Villa;Categoria Unica;C/ El Moro;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000278;Island Home Corralejo;Extrahotelera;Apartamento;Tres Estrellas;C/ Cernícalo;Fuerteventura;Palmas (Las);La Oliva;Corralejo;_U;0;0;0;0
E-35-2-0000279;Experience;Extrahotelera;Villa;Categoria Unica;C/ Maresía;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000280;Casa May;Extrahotelera;Villa;Categoria Unica;C/ La Palma;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000282;Jable;Extrahotelera;Villa;Categoria Unica;Avenida De Las Salinas;Fuerteventura;Palmas (Las);Antigua;_U;_U;3;6;0;0
E-35-2-0000283;Tierramar;Extrahotelera;Villa;Categoria Unica;Avda. De Las Salinas De Antigua;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000284;Salitre;Extrahotelera;Villa;Categoria Unica;Avda. De Las Salinas;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000285;Perla;Extrahotelera;Villa;Categoria Unica;C/ Maresía;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000286;Casa Montelongo;Extrahotelera;Casa Emblematica;Categoria Unica;Avenida Tababaire;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000287;Luxury Azul;Extrahotelera;Villa;Categoria Unica;C/ La Santa Maria;Fuerteventura;Palmas (Las);La Oliva;_U;_U;0;0;0;0
E-35-2-0000288;Cayetana;Extrahotelera;Villa;Categoria Unica;C/ Jardines De Ayoze;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000289;Stella;Extrahotelera;Villa;Categoria Unica;C/ La Maresia;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000290;Melania;Extrahotelera;Villa;Categoria Unica;C/ Maresia;Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-2-0000291;Casa Miranda;Extrahotelera;Casa Emblematica;Categoria Unica;Plaza Jaime Rodríguez;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;_U;0;0;0;0
E-35-2-0000292;Dreams;Extrahotelera;Villa;Categoria Unica;C/ Lago Mayor (La Estancia);Fuerteventura;Palmas (Las);Antigua;_U;_U;0;0;0;0
E-35-3-0000001;Villas Alondra;Extrahotelera;Villa;Categoria Unica;Los Volcanes, 16;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;42;216;-13.674167;28.927222
E-35-3-0000003;Villa Encantada;Extrahotelera;Villa;Categoria Unica;Taburiente, 20;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;1;6;-13.669494;28.926563
E-35-3-0000004;Villa Benzo;Extrahotelera;Villa;Categoria Unica;Agachadilla, Parcela 11, S/N;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;1;6;-13.67488;28.9291
E-35-3-0000005;Casa Marco;Extrahotelera;Villa;Categoria Unica;Risco Prieto, 15;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;1;6;-13.679954;28.922732
E-35-3-0000006;Villa El Sueño;Extrahotelera;Villa;Categoria Unica;Punta Del Jablillo, 6;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;1;6;0;0
E-35-3-0000007;Villa Benedicte;Extrahotelera;Villa;Categoria Unica;Calle Punta Del Barquillo, 1;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;0;0;0;0
E-35-3-0000008;Villa Chic;Extrahotelera;Villa;Categoria Unica;Los Mojones, 10;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;1;4;-13.671151;28.927029
E-35-3-0000010;Villas, Las;Extrahotelera;Apartamento;Tres Estrellas;Playa Blanca S/N,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;10;30;0;0
E-35-3-0000013;Arrecife Playa;Extrahotelera;Apartamento;2 Llaves;Avda. Mancomunidad, 4;Lanzarote;Palmas (Las);Arrecife;Arrecife;_U;60;170;-13.554402;28.957957
E-35-3-0000018;Avenida;Extrahotelera;Apartamento;2 Llaves;Avda. Mancomunidad 2,;Lanzarote;Palmas (Las);Arrecife;Arrecife;_U;24;84;-13.554077;28.957913
E-35-3-0000020;Famara;Extrahotelera;Apartamento;2 Llaves;Playa Famara, S/N - Caleta De Famara;Lanzarote;Palmas (Las);Teguise;Caleta De Famara;35530;76;334;-13.563027;29.114359
E-35-3-0000022;Jable Bermudas;Extrahotelera;Apartamento;2 Llaves;Bernegal, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;118;354;-13.661072;28.921717
E-35-3-0000024;Playa Blanca Fariones;Extrahotelera;Apartamento;Tres Estrellas;Roque Del Este S/N,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;18;90;-13.667986;28.920611
E-35-3-0000026;Los Cocoteros;Extrahotelera;Apartamento;2 Llaves;Avda. Las Playas 16;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;44;99;-13.66063;28.92063
E-35-3-0000029;Barcarola Club;Extrahotelera;Apartamento;Tres Estrellas;Avda. Las Playas 53;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;83;288;-13.646333;28.920293
E-35-3-0000032;Hibiscos;Extrahotelera;Apartamento;2 Llaves;Doramas, 15;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;144;432;-13.659848;28.922207
E-35-3-0000033;Dorado, El;Extrahotelera;Apartamento;Tres Estrellas;Graciosa 7;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;81;255;-13.667389;28.921917
E-35-3-0000035;La Peñita;Extrahotelera;Apartamento;2 Llaves;Chalana, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;88;264;-13.648771;28.92118
E-35-3-0000040;Lanis Suites;Extrahotelera;Apartamento;2 Llaves;Avda. Las Playas, 26;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;25;85;-13.6496;28.920149
E-35-3-0000041;Rocas Blancas;Extrahotelera;Apartamento;2 Llaves;Avda. Las Playas, 39;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;66;218;-13.654846;28.920338
E-35-3-0000043;R2 Bahia Kontiki Beach Apartments;Extrahotelera;Apartamento;Cuatro Estrellas;Calle Guanapay 5;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;108;235;-13.662542;28.921952
E-35-3-0000044;Playamar;Extrahotelera;Apartamento;2 Llaves;Doramas, 13;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;47;157;-13.65982;28.92141
E-35-3-0000045;Castillo De Papagayo;Extrahotelera;Apartamento;2 Llaves;Montaña Del Mojon, 39;Lanzarote;Palmas (Las);Haria;Charco Del Palo;35543;7;35;-13.45138;29.083364
E-35-3-0000047;Casas Del Sol;Extrahotelera;Apartamento;Tres Estrellas;Avda.  Islas Canarias , S/N;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;118;324;-13.765584;28.952476
E-35-3-0000048;Velazquez;Extrahotelera;Apartamento;2 Llaves;Avda. Las Playas, 34;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;31;139;-13.648007;28.920194
E-35-3-0000049;Apartamentos Maribel;Extrahotelera;Apartamento;2 Llaves;Frankfurt 9,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;28;106;-13.646841;28.920484
E-35-3-0000050;Casitas, Las;Extrahotelera;Apartamento;Tres Estrellas;Avda. Canarias, S/N;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;_U;48;192;-13.831624;28.866208
E-35-3-0000052;Oasis San Antonio;Extrahotelera;Apartamento;2 Llaves;_U;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;42;168;-13.643905;28.920874
E-35-3-0000056;Lanzamar;Extrahotelera;Apartamento;2 Llaves;Majadas Las, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;112;224;-13.665673;28.923622
E-35-3-0000057;Cabrera;Extrahotelera;Apartamento;2 Llaves;Avda. Las Playas, 70;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;20;66;-13.64632;28.919722
E-35-3-0000058;Club La Santa;Extrahotelera;Apartamento;Tres Estrellas;Avenida Krogager;Lanzarote;Palmas (Las);Tinajo;Santa (La);35560;395;919;-13.650565;29.118689
E-35-3-0000063;Arrieta;Extrahotelera;Apartamento;1 Llave;Arrieta, S/N;Lanzarote;Palmas (Las);Haria;Arrieta;_U;8;40;-13.46355;29.13348
E-35-3-0000067;San Francisco Park;Extrahotelera;Apartamento;2 Llaves;Chalana, 7;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;26;0;-13.649668;28.921228
E-35-3-0000068;Relaxia Olivina;Extrahotelera;Apartamento;Tres Estrellas;Grecia, 9;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;138;442;-13.643617;28.922922
E-35-3-0000069;Relaxia Lanzaplaya;Extrahotelera;Apartamento;Tres Estrellas;Mexico, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;168;504;-13.654589;28.921481
E-35-3-0000071;Isla De La Graciosa;Extrahotelera;Apartamento;1 Llave;Botavara, 06;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;8;26;0;0
E-35-3-0000072;Barranquillo, El;Extrahotelera;Apartamento;1 Llave;Ancla 7,El,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;118;373;-13.64958;28.922365
E-35-3-0000073;Moraña Club;Extrahotelera;Apartamento;2 Llaves;Guanapay, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;64;204;-13.66207;28.92168
E-35-3-0000077;Atlantis Las Lomas;Extrahotelera;Apartamento;2 Llaves;Tinguaton , 7;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;175;569;-13.662879;28.92232
E-35-3-0000078;Arena Dorada;Extrahotelera;Apartamento;2 Llaves;Tanausu, 1-3;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;80;228;-13.656814;28.921096
E-35-3-0000079;Cinco Plazas;Extrahotelera;Apartamento;2 Llaves;Anzuelo, 56;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;226;748;-13.653595;28.921837
E-35-3-0000080;Palmeras, Las;Extrahotelera;Apartamento;2 Llaves;Princesa Guayarmina, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;19;38;-13.660508;28.922697
E-35-3-0000082;Fayna;Extrahotelera;Apartamento;2 Llaves;Pedro Barba, 5;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;33;90;-13.651512;28.920436
E-35-3-0000083;Timanfaya;Extrahotelera;Apartamento;2 Llaves;Princesa Ico, 15;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;18;54;-13.660546;28.92331
E-35-3-0000084;Caleton Blanco;Extrahotelera;Apartamento;2 Llaves;Avda. Las Playas, 10;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;38;190;-13.66369;28.922073
E-35-3-0000085;Agua Marina;Extrahotelera;Apartamento;1 Llave;Teide, 41;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;24;78;-13.675891;28.922175
E-35-3-0000087;Lago Verde;Extrahotelera;Apartamento;2 Llaves;Testeina 1,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;23;84;-13.67535;28.9244
E-35-3-0000090;Orquideas, Las;Extrahotelera;Apartamento;2 Llaves;Barqueta, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;24;116;-13.662289;28.923978
E-35-3-0000093;Flamingo Club;Extrahotelera;Apartamento;2 Llaves;Avda. Las Playas, 51;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;22;72;-13.651963;28.919746
E-35-3-0000094;Gutierrez;Extrahotelera;Apartamento;1 Llave;Plza. Nª. Sra. Del Carmen, 8;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35570;7;19;-13.827582;28.862948
E-35-3-0000099;Playa Club;Extrahotelera;Apartamento;2 Llaves;Pedro Barba 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;146;508;-13.651135;28.920349
E-35-3-0000100;Hg Lomo Blanco;Extrahotelera;Apartamento;2 Llaves;Calle Guadarfia;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;132;428;-13.664444;28.923056
E-35-3-0000103;Parque Tropical;Extrahotelera;Apartamento;2 Llaves;Anzuelo, 7;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;103;341;-13.65393;28.921036
E-35-3-0000104;Princesa Ico;Extrahotelera;Apartamento;1 Llave;Princesa Ico, 15;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;16;32;-13.660546;28.92331
E-35-3-0000108;Gregorio;Extrahotelera;Apartamento;1 Llave;Botabara - Jameos 10,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;10;30;-13.669276;28.922623
E-35-3-0000109;Florida, La;Extrahotelera;Apartamento;2 Llaves;Reina Sofia, 30;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;73;219;-13.671516;28.923272
E-35-3-0000110;Oasis Las Calas;Extrahotelera;Apartamento;2 Llaves;Guayadeque, S/N;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;10;34;-13.660098;28.924088
E-35-3-0000111;Ilunion Costa Sal;Extrahotelera;Apartamento;Cuatro Estrellas;Agonal, 11 Parc.7 A 11 Matagorda,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;162;466;-13.623743;28.934086
E-35-3-0000112;Hesperides;Extrahotelera;Apartamento;2 Llaves;Salinas S/N,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;8;48;-13.66897;28.925405
E-35-3-0000113;Isla De Lobos;Extrahotelera;Apartamento;2 Llaves;Guanapay, 8;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;26;90;-13.662356;28.922941
E-35-3-0000114;Barranquillo Club;Extrahotelera;Apartamento;1 Llave;Arpon S/N, El,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;24;72;-13.64924;28.92261
E-35-3-0000115;Lilas, Las;Extrahotelera;Apartamento;1 Llave;Pedro Barba, 10;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;21;46;-13.651297;28.922142
E-35-3-0000116;Club Maritima;Extrahotelera;Apartamento;1 Llave;Mirafondo, 3;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;25;99;-13.646313;28.923192
E-35-3-0000117;Vistamar;Extrahotelera;Apartamento;1 Llave;Guardilama, 10;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;21;69;-13.665003;28.923589
E-35-3-0000120;Tahiche;Extrahotelera;Apartamento;Tres Estrellas;Urb. Costa Teguise,;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35508;70;283;-13.4994;29.00188
E-35-3-0000121;Royal Atlantico;Extrahotelera;Apartamento;2 Llaves;Geiser, 11;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;89;289;-13.674729;28.923901
E-35-3-0000122;Luz Y Mar;Extrahotelera;Apartamento;2 Llaves;Juan Carlos I, 18;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;30;100;-13.665125;28.92458
E-35-3-0000127;Calas I, Las;Extrahotelera;Apartamento;1 Llave;Alcorce, 12;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;19;59;-13.660931;28.924296
E-35-3-0000128;Calas Ii, Las;Extrahotelera;Apartamento;1 Llave;Guayadeque, 3;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;62;186;-13.660373;28.924147
E-35-3-0000129;Atlantic View;Extrahotelera;Apartamento;1 Llave;Salinas, 10;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;40;108;-13.67071;28.924876
E-35-3-0000130;Aprtamentos Elena;Extrahotelera;Apartamento;2 Llaves;Nicaragua, 3;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;51;205;-13.65541;28.920931
E-35-3-0000131;Apartamentos Club Las Adelfas;Extrahotelera;Apartamento;1 Llave;Francia, 18 Parc.Q P.P. Costa Luz,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;70;140;-13.641719;28.925008
E-35-3-0000137;Bandama;Extrahotelera;Apartamento;1 Llave;Lapa , 18;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;19;67;-13.6342;28.930378
E-35-3-0000138;Relaxia Olivina;Extrahotelera;Apartamento;Tres Estrellas;Grecia, 6;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;50;164;-13.643617;28.922922
E-35-3-0000141;Nautilus;Extrahotelera;Apartamento;Cuatro Estrellas;Gramillo, 7;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;70;240;-13.619776;28.933937
E-35-3-0000142;Teneguia Iii;Extrahotelera;Apartamento;2 Llaves;Finlandia, 4-8,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;18;72;-13.646627;28.922849
E-35-3-0000143;Bitacora Lanzarote Club;Extrahotelera;Apartamento;Tres Estrellas;Alcorce, 11;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;85;170;-13.661193;28.925118
E-35-3-0000144;Oasis;Extrahotelera;Apartamento;2 Llaves;Arpon, 5;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;55;165;-13.648346;28.922791
E-35-3-0000145;Club Del Carmen;Extrahotelera;Apartamento;2 Llaves;Noruega 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;67;249;-13.640803;28.924189
E-35-3-0000147;Barranco Seco;Extrahotelera;Apartamento;2 Llaves;Pedro Barba, 13;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;21;80;-13.652095;28.921359
E-35-3-0000148;Playa Flamingo;Extrahotelera;Apartamento;2 Llaves;Urb. Montaña Roja, S/N;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35000;346;1070;-13.85864;28.86384
E-35-3-0000149;Costa Volcan;Extrahotelera;Apartamento;2 Llaves;La Graciosa 5,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;90;270;-13.669425;28.921583
E-35-3-0000150;Isabel;Extrahotelera;Apartamento;2 Llaves;Venecia 23,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;14;42;-13.656262;28.92387
E-35-3-0000151;Valparaiso;Extrahotelera;Apartamento;1 Llave;Suecia, S/N;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35000;98;294;-13.84537;28.87059
E-35-3-0000153;Club Oceano;Extrahotelera;Apartamento;1 Llave;Alcorce 3,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;40;124;-13.661057;28.923086
E-35-3-0000156;Aguazul;Extrahotelera;Apartamento;2 Llaves;Timon, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;64;192;-13.650416;28.922953
E-35-3-0000157;Haria;Extrahotelera;Apartamento;1 Llave;Alcorce, 5;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;28;84;-13.661307;28.923714
E-35-3-0000158;Coronas, Las;Extrahotelera;Apartamento;Tres Estrellas;Avda. Del Mar, 24;Lanzarote;Palmas (Las);Teguise;Costa Teguise;_U;57;199;-13.499965;28.992375
E-35-3-0000162;Molino De Guatiza;Extrahotelera;Apartamento;1 Llave;Rosa, La, 6;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35508;36;94;-13.495507;28.995652
E-35-3-0000164;Morromar;Extrahotelera;Apartamento;Tres Estrellas;Mato, 13 Parc.29,30,31,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;250;791;-13.622188;28.935355
