establecimiento_id;establecimiento_nombre_comercial;establecimiento_modalidad;establecimiento_tipologia;establecimiento_clasificacion;direccion;direccion_isla_nombre;direccion_provincia_nombre;direcion_municipio_nombre;direccion_localidad_nombre;direccion_codigo_postal;unidades_explotacion;plazas;longitud;latitud
H-38-4-0000220;Palm-Beach;Hotelera;Hotel;Dos Estrellas;Avda. V Centenario, 11, 11;Tenerife;Santa Cruz De Tenerife;Adeje;Playa De Las Americas;38660;318;967;-16.732076;28.068783
H-38-4-0000221;Horizonte;Hotelera;Hotel;Una Estrella;C/. Santa Rosa De Lima, 11;Tenerife;Santa Cruz De Tenerife;Santa Cruz Tenerife;Santa Cruz De Tenerife;38027;40;65;-16.249672;28.469969
H-38-4-0000222;Marino;Hotelera;Pension;Dos Estrellas;C/ Barrio Nuevo, Núm. 18-20,;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38006;9;18;-16.71851;28.05754
H-38-4-0000223;Best Tenerife;Hotelera;Hotel;Cuatro Estrellas;Avda. Antonio Dominguez, 6;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;365;696;-16.731657;28.057181
H-38-4-0000224;Siesta, La;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;282;536;-16.733166;28.059009
H-38-4-0000225;Panoramica Garden;Hotelera;Hotel;Tres Estrellas;La Longuera, S/N,;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejo Alto (El);38418;242;484;-16.581472;28.397486
H-38-4-0000226;Bitacora;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;314;628;-16.731147;28.058271
H-38-4-0000228;Europe Park Club;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;241;482;-16.734003;28.056517
H-38-4-0000230;Cano;Hotelera;Pension;Una Estrella;Galvan Bello, 9, 9;Tenerife;Santa Cruz De Tenerife;Arona;Galletas (Las);38640;6;8;-16.654645;28.007055
H-38-4-0000231;German;Hotelera;Pension;Una Estrella;Santo Domingo, 1;Tenerife;Santa Cruz De Tenerife;Vilaflor De Chasna;Vilaflor;38613;10;17;-16.637412;28.156216
H-38-4-0000232;Hovima Costa Adeje;Hotelera;Hotel;Cuatro Estrellas;Avda. Ernesto Sarti (Urb. Torviscas), 8;Tenerife;Santa Cruz De Tenerife;Adeje;Playa De Las Americas;38660;313;589;-16.733161;28.083727
H-38-4-0000234;Vulcano;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;371;705;-16.730402;28.05692
H-38-4-0000235;Teresa;Hotelera;Pension;Una Estrella;Ramon Pino, 44, 44;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38640;3;8;-16.719604;28.052094
H-38-4-0000236;Laura;Hotelera;Pension;Una Estrella;C/ La Esplanda Num.7, S/N;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;8;14;-16.72049;28.052247
H-38-4-0000237;Club Atlantis;Hotelera;Hotel;Cuatro Estrellas;Avda. Colon (Urb. San Eugenio), 3;Tenerife;Santa Cruz De Tenerife;Adeje;San Eugenio;38670;255;533;-16.734082;28.077632
H-38-4-0000238;Santa Maria;Hotelera;Hotel;Tres Estrellas;Avda. Ernesto Sarti, S/N ,;Tenerife;Santa Cruz De Tenerife;Adeje;San Eugenio;38660;402;906;-16.732249;28.08144
H-38-4-0000239;"Dreams Jardín Tropical Resort &Amp; Spa";Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38670;376;737;-16.733635;28.076107
H-38-4-0000240;Atlantico Centro;Hotelera;Hotel;Dos Estrellas;C/. Castillo, 12;Tenerife;Santa Cruz De Tenerife;Santa Cruz Tenerife;Santa Cruz De Tenerife;38002;60;96;-16.249877;28.467016
H-38-4-0000242;Tigotan;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;416;832;-16.729183;28.059899
H-38-4-0000243;Parque La Paz;Hotelera;Hotel;Cuatro Estrellas;Avda. Luis Diaz De Losada, 2;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;221;476;-16.728711;28.055922
H-38-4-0000245;Columbus;Hotelera;Hotel;Tres Estrellas;Avda. Santiago Puig, 8;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38640;472;604;-16.72773;28.060912
H-38-4-0000246;Oasis Paraiso;Hotelera;Hotel;Cinco Estrellas;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Paraiso (Pya.);38678;624;1250;-16.774471;28.121357
H-38-4-0000247;Estrella, La;Hotelera;Pension;Una Estrella;Gral, Km.1, Núm.9  Ctra.,;Tenerife;Santa Cruz De Tenerife;Arona;Galletas (Las);38640;10;12;-16.677386;28.051033
H-38-4-0000248;La Pinta;Hotelera;Hotel;Cuatro Estrellas;Avda. De España (Urb. San Eugenio), 5;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38670;229;523;-16.733948;28.080416
H-38-4-0000249;Berlin;Hotelera;Pension;Una Estrella;Marcelino Perdomo Reyes, 1, El Coromoto, 1;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;San Cristobal De La Laguna;38206;20;25;-16.324169;28.483888
H-38-4-0000250;Mediterranean Palace;Hotelera;Hotel;Cinco Estrellas;Las Americas S/N. Avda.,;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;536;1072;-16.729461;28.054242
H-38-4-0000252;Paradise Park;Hotelera;Hotel;Cuatro Estrellas;C/. Hawai, 2 (Urb. Oasis Del Sur), 2;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;255;501;-16.705884;28.053736
H-38-4-0000255;Alcala;Hotelera;Pension;Una Estrella;Marruecos, 2, 2;Tenerife;Santa Cruz De Tenerife;Guia Isora;Alcala;38686;22;31;-16.830427;28.20261
H-38-4-0000256;Iberostar Sabila;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38670;472;836;-16.733802;28.084406
H-38-4-0000257;Las Dalias;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;San Eugenio;38660;404;728;-16.731003;28.076625
H-38-4-0000258;Gran Hotel Callao Sport;Hotelera;Hotel;Cuatro Estrellas;C/. El Canto, S/N. (Urb. El Jable) ,;Tenerife;Santa Cruz De Tenerife;Adeje;Callao Salvaje;38670;92;190;-16.770885;28.133574
H-38-4-0000259;Gala;Hotelera;Hotel;Cuatro Estrellas;Avda. Arquitecto Gomez Cuesta , 3;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;308;616;-16.730081;28.066436
H-38-4-0000260;Guayarmina Princess;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38670;514;1028;-16.73448;28.084979
H-38-4-0000261;Bonanza Palace;Hotelera;Hotel;Cuatro Estrellas;C/. Aceviño (Urb.La Paz), 8;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;206;392;-16.535794;28.414881
H-38-4-0000262;Malibu Park I;Hotelera;Hotel;Tres Estrellas;C/. Italia (Urb. San Eugenio Alto), 4;Tenerife;Santa Cruz De Tenerife;Adeje;San Eugenio;38670;161;332;-16.725664;28.078509
H-38-4-0000263;Hovima Suites Costa Adeje;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38670;439;1317;-16.734303;28.089094
H-38-4-0000264;Ucanca;Hotelera;Hotel;Dos Estrellas;Santa Cruz, 183 Avda.,;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;San Isidro;38611;22;42;-16.555772;28.071869
H-38-4-0000265;Parador De Turismo Las Cañadas Del Teide;Hotelera;Hotel;Tres Estrellas;Las Cañadas Del Teide, S/N.,;Tenerife;Santa Cruz De Tenerife;La Orotava;Cañadas Del Teide (Las);38300;37;74;-16.627139;28.224653
H-38-4-0000284;Sir Anthony;Hotelera;Hotel;Cinco Estrellas;Avda. Las Américas, S/N.,;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;70;140;-16.729724;28.052854
H-38-4-0000285;Barcelo Santiago;Hotelera;Hotel;Cuatro Estrellas;C/. La Hondura, 8;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Puerto De Santiago;38683;407;810;-16.844624;28.239431
H-38-4-0000286;Velazquez;Hotelera;Pension;Una Estrella;Los Escudos, 8, 10;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Taco;38108;12;14;-16.299488;28.44817
H-38-4-0000291;Laguna Nivaria;Hotelera;Hotel Urbano;Cuatro Estrellas;Pza. Del Adelantado, 11;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;San Cristobal De La Laguna;38201;80;171;-16.313194;28.486752
H-38-4-0000292;Nautico;Hotelera;Hotel;Dos Estrellas;Profesor Peraza De Ayala Avda.,13, 13;Tenerife;Santa Cruz De Tenerife;Santa Cruz Tenerife;Santa Cruz De Tenerife;38001;40;76;-16.245981;28.479733
H-38-4-0000293;Colon Guanahani;Hotelera;Hotel;Cuatro Estrellas;C/. Bruselas (Urb. Playa Fañabe) ,;Tenerife;Santa Cruz De Tenerife;Adeje;Fañabe;38670;154;308;-16.734971;28.08858
H-38-4-0000294;Puerto Palace;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;315;594;-16.550527;28.408169
H-38-4-0000295;Udalla Park;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Cristianos (Los);38640;93;186;0;0
H-38-4-0000296;Arona Gran Hotel;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;391;776;-16.709789;28.046722
H-38-4-0000297;Arenas Del Mar;Hotelera;Hotel;Cuatro Estrellas;Avda. Europa, 2;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Medano (El);38612;155;320;-16.528766;28.050239
H-38-4-0000298;Aeropuerto Sur;Hotelera;Hotel;Tres Estrellas;C/. Benchijigua, 4;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;San Isidro;38611;94;161;-16.555818;28.073038
H-38-4-0000299;Principe Paz;Hotelera;Hotel;Tres Estrellas;Valentin Sanz, 33-35, Esq. Adelantado,;Tenerife;Santa Cruz De Tenerife;Santa Cruz Tenerife;Santa Cruz De Tenerife;38002;80;118;-16.250767;28.468824
H-38-4-0000301;Finquita, La;Hotelera;Pension;Una Estrella;Subida De Taucho, Los Menores,;Tenerife;Santa Cruz De Tenerife;Adeje;Quinta (La) - Taucho;38670;10;20;-16.753351;28.142799
H-38-4-0000302;Medina;Hotelera;Pension;Dos Estrellas;Eduardo Roo, 68, 68;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Cuesta (La);38320;20;32;-16.288127;28.473655
H-38-4-0000303;Estefania Arona;Hotelera;Hotel;Cuatro Estrellas;Urb. Aguilas Del Teide,;Tenerife;Santa Cruz De Tenerife;Arona;Chayofa;38008;32;64;-16.698362;28.072653
H-38-4-0000304;Gran Hotel Bahia Del Duque;Hotelera;Hotel;Cinco Estrellas Gran Lujo;Avda. Alcalde Walter Paetzman, S/N.,;Tenerife;Santa Cruz De Tenerife;Adeje;Playa De Las Americas;38660;362;732;-16.740819;28.093708
H-38-4-0000305;Casa Rutter;Hotelera;Pension;Dos Estrellas;Casa 75 (Puertito Del Sauzal), 75;Tenerife;Santa Cruz De Tenerife;El Sauzal;Sauzal (El);38008;7;14;-16.44633;28.471079
H-38-4-0000306;Gf Fañabe;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;413;826;-16.735499;28.090404
H-38-4-0000307;Coral Beach;Hotelera;Hotel;Cuatro Estrellas;C/. Noelia Afonso, 10;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38640;191;382;-16.730027;28.058438
H-38-4-0000309;"Hotel Tenerife Golf &Amp; Sea View";Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Golf Del Sur;38620;129;258;-16.599935;28.027595
H-38-4-0000311;Perla Tenerife;Hotelera;Hotel;Tres Estrellas;C/. Isla De La Gomera (Urb. Guacimara), 3;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;130;260;-16.54114;28.408272
H-38-4-0000312;Andorra Iii;Hotelera;Hotel;Tres Estrellas;Antonio Dominguez, 10,;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;101;303;-16.729477;28.056762
H-38-4-0000313;Jardin Caleta;Hotelera;Hotel;Tres Estrellas;C/. La Caleta, 34 ,;Tenerife;Santa Cruz De Tenerife;Adeje;Caleta (La);38670;244;496;-16.753615;28.099176
H-38-4-0000314;Cassandra;Hotelera;Pension;Una Estrella;C/. San Miguel, Esq. C/ San José, S/N. ,;Tenerife;Santa Cruz De Tenerife;Arona;Buzanada;38660;22;44;-16.65469;28.068544
H-38-4-0000315;Gema Puerto;Hotelera;Hotel;Tres Estrellas;C/. Blanco, 13;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;48;88;-16.55013;28.415094
H-38-4-0000316;Viña Vieja;Hotelera;Hotel;Dos Estrellas;La Luz, 8, 8;Tenerife;Santa Cruz De Tenerife;Arico;Arico El Nuevo;38589;9;18;-16.481736;28.178767
H-38-4-0000317;Ole Tropical Tenerife ;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;189;392;-16.72718;28.06645
H-38-4-0000318;Casa Nati;Hotelera;Pension;Una Estrella;Boruga, 20, 20;Tenerife;Santa Cruz De Tenerife;La Orotava;Orotava (La);38300;4;8;-16.531731;28.399329
H-38-4-0000319;Alta Montaña;Hotelera;Hotel;Dos Estrellas;C/. Morro El Cano, 1;Tenerife;Santa Cruz De Tenerife;Vilaflor De Chasna;Vilaflor;38613;15;32;-16.639311;28.155956
H-38-4-0000320;Oceano Centro;Hotelera;Hotel;Una Estrella;Castillo, 6 ,;Tenerife;Santa Cruz De Tenerife;Santa Cruz Tenerife;Santa Cruz De Tenerife;38002;28;48;-16.249563;28.466977
H-38-4-0000322;San Roque;Hotelera;Hotel;Cuatro Estrellas;Esteban De Ponte, 32, 32;Tenerife;Santa Cruz De Tenerife;Garachico;Garachico;38450;20;40;-16.764373;28.374362
H-38-4-0000324;Jardin, El;Hotelera;Pension;Una Estrella;Esteban De Ponte, 8, 8;Tenerife;Santa Cruz De Tenerife;Garachico;Garachico;38450;3;6;-16.765497;28.372955
H-38-4-0000325;Costa Adeje Palace;Hotelera;Hotel;Cuatro Estrellas;Playa De La Enramada S/N, La Caleta,;Tenerife;Santa Cruz De Tenerife;Adeje;Adeje;38670;467;646;-16.749203;28.097262
H-38-4-0000326;Jacaranda;Hotelera;Hotel;Cuatro Estrellas;C/. Bruselas (Urb. Fañabe), 4-6;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38670;563;1083;-16.732361;28.088168
H-38-4-0000327;Riu Palace Tenerife;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Caleta (La);38679;296;502;-16.747502;28.094561
H-38-4-0000328;Flamingo Suites;Hotelera;Hotel;Cuatro Estrellas;Avda. De España S/N,;Tenerife;Santa Cruz De Tenerife;Adeje;Adeje;38670;18;50;-16.733465;28.080012
H-38-4-0000329;"Santa Barbara Golf Resort &Amp; Ocean Club";Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Golf Del Sur;38630;279;722;-16.60738;28.024278
H-38-4-0000330;Reveron Plaza;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;43;86;-16.716788;28.051959
H-38-4-0000332;Riu Arecas;Hotelera;Hotel;Cuatro Estrellas;La Herradura Parcela I Urb.,;Tenerife;Santa Cruz De Tenerife;Adeje;Caleta (La);38670;371;697;-16.745942;28.095385
H-38-4-0000333;Escuela Santa Cruz;Hotelera;Hotel;Cuatro Estrellas;San Sebastian, 152,;Tenerife;Santa Cruz De Tenerife;Santa Cruz Tenerife;Santa Cruz De Tenerife;38006;65;132;-16.26011;28.463945
H-38-4-0000334;Jardines De Nivaria;Hotelera;Hotel;Cinco Estrellas;C/. Paris, S/N. (Urb. Playa De Fañabe) ,;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;271;546;-16.736406;28.088787
H-38-4-0000335;Lagos De Cesar;Hotelera;Hotel;Cuatro Estrellas;C/. Jose Gonzalez Gonzalez, 7;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Puerto De Santiago;38436;116;235;-16.840365;28.234388
H-38-4-0000336;Atlantic Holiday Center;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Callao Salvaje;38678;94;188;-16.783178;28.127469
H-38-4-0000337;Villa De Adeje Beach;Hotelera;Hotel;Tres Estrellas;Avda. Los Pueblos, 41, Las Americas,;Tenerife;Santa Cruz De Tenerife;Adeje;San Eugenio;38660;120;240;-16.73078;28.080337
H-38-4-0000338;Gran Tacande;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38670;250;428;-16.739887;28.091933
H-38-4-0000340;Adonis Plaza;Hotelera;Hotel;Tres Estrellas;Plaza De La Candelaria, 10;Tenerife;Santa Cruz De Tenerife;Santa Cruz Tenerife;Santa Cruz De Tenerife;38002;95;133;-16.24852;28.467204
H-38-4-0000341;Landmar Playa La Arena;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Puerto De Santiago;38436;432;864;-16.839178;28.232218
H-38-4-0000343;Flamingo Beachmate;Hotelera;Hotel;Tres Estrellas;Avda. España (Urb. San Eugenio), 3;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38670;107;262;-16.733807;28.079013
H-38-4-0000344;Alhambra;Hotelera;Hotel;Dos Estrellas;Nicandro Gonzalez Borges, 19, 19;Tenerife;Santa Cruz De Tenerife;La Orotava;Orotava (La);38300;5;10;-16.523442;28.392674
H-38-4-0000345;Iberostar Grand Hotel Anthelia;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;391;727;-16.737581;28.089592
H-38-4-0000346;Mare Nostrum;Hotelera;Hotel;Cuatro Estrellas;Playa De Las Americas, .;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38000;431;866;-16.729722;28.054167
H-38-4-0000348;O7 Tenerife;Hotelera;Hotel;Cuatro Estrellas;C/. La Haya (Urb. La Paz) , 4;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;165;330;-16.539239;28.41453
H-38-4-0000349;Villa Montemar;Hotelera;Hotel;Tres Estrellas;El Parque, 6, 6;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;6;12;-16.582278;28.396787
H-38-4-0000352;Sholeo Lodges Los Gigantes;Hotelera;Hotel;_U;Avda. La Gaviota (Urb. Varadero);Tenerife;Santa Cruz De Tenerife;Guia Isora;Guia De Isora;38686;0;0;-16.838565;28.226705
H-38-4-0000354;Alua Tenerife;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;372;834;-16.557844;28.410517
H-38-4-0000355;Altos Del Duque;Hotelera;Hotel;Cinco Estrellas;Parcela 3b Plan Parcial Playas Del Duque,;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;40;94;0;0
H-38-4-0000356;Wyndham Residences Costa Adeje;Hotelera;Hotel;Una Estrella;C/. Finlandia (San Eugenio Alto), 8-10;Tenerife;Santa Cruz De Tenerife;Adeje;San Eugenio;38660;63;179;-16.72447;28.076016
H-38-4-0000357;Parque Cristobal;Hotelera;Hotel;Tres Estrellas;Avda. Rafael Puig Lluvina, 15;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;151;665;-16.731973;28.060577
H-38-4-0000359;Europe Villa Cortes;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38640;151;277;-16.73477;28.056267
H-38-4-0000360;Gran Muthu Golf Plaza;Hotelera;Hotel;Cinco Estrellas;Avda. J.M. Galvan Bello, S/N.,;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Golf Del Sur;38639;174;378;-16.610998;28.027666
H-38-4-0000363;Aluasoul Costa Adeje ;Hotelera;Hotel;Cuatro Estrellas;Avda. De España, 26 (San Eugenio),;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;226;454;-16.73347;28.081401
H-38-4-0000364;Astoria;Hotelera;Hotel;Tres Estrellas;La Hoya, 60,;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;33;66;-16.545345;28.416466
H-38-4-0000365;Meliá Jardines Del Teide;Hotelera;Hotel;Cinco Estrellas;Avda. Agando, S/N. (Urb. Mirador Del Duque),;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38670;300;600;-16.738697;28.096415
H-38-4-0000366;Chatur Playa Real;Hotelera;Hotel;Cuatro Estrellas;Avda. Moscu (Urb. Jardines Del Duque);Tenerife;Santa Cruz De Tenerife;Adeje;Playa De Las Americas;38000;102;204;0;0
H-38-4-0000367;Bahia Principe Costa Adeje;Hotelera;Hotel;Cuatro Estrellas;C/. Idafe, 5 (Plan Parcial Playa Paraiso, Parcela 18, Sector Iii),;Tenerife;Santa Cruz De Tenerife;Adeje;Paraiso (Pya.);38670;505;1112;-16.773725;28.117912
H-38-4-0000368;Iberostar Grand Hotel El Mirador;Hotelera;Hotel;Cinco Estrellas;Avda. Bruselas, S/N. (Playa Del Duque),;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;127;254;-16.74429;28.092966
H-38-4-0000369;Gf Gran Costa Adeje;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;458;802;-16.73668;28.093321
H-38-4-0000370;Princess Inspire Tenerife;Hotelera;Hotel;Cuatro Estrellas;Parcela 3b Plan Parcial Fañabe,;Tenerife;Santa Cruz De Tenerife;Adeje;Fañabe;38660;275;550;-16.733026;28.085571
H-38-4-0000371;Aluasoul Orotava Valley;Hotelera;Hotel;Cuatro Estrellas;C/. Manuel Yanes Barreto (Playa Jardin), 13;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;202;455;-16.556654;28.408449
H-38-4-0000372;Madrigueras, Las;Hotelera;Hotel;Cinco Estrellas;Plan Parcial Parcela Nº3 Golf Las Americas,;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;57;118;-16.714002;28.06235
H-38-4-0000374;Dragos Del Sur;Hotelera;Hotel;Tres Estrellas;Maritima Avda. Esq. Caleta Del Jurado ,;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Santiago Del Teide;38436;78;234;-16.841387;28.235719
H-38-4-0000375;Sunwing Resort Fañabe;Hotelera;Hotel;Cuatro Estrellas;C/. Londres, 4 (Urb. Playa De Fañabe), 4;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38000;241;482;-16.734167;28.085833
H-38-4-0000377;Isabel;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;384;778;-16.7342;28.091462
H-38-4-0000378;Gran Hotel Riu Garoe;Hotelera;Hotel;_U;_U;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;190;380;-16.531656;28.412731
H-38-4-0000379;Riu Buenavista;Hotelera;Hotel;Cuatro Estrellas;C/. Horno, S/N. (Urb. Playa Paraiso),;Tenerife;Santa Cruz De Tenerife;Adeje;Paraiso (Pya.);38660;509;1100;-16.778393;28.123558
H-38-4-0000380;Alua Atlantico Golf Resort;Hotelera;Hotel;Cuatro Estrellas;Avda. Del Atlantico (Urb. Golf Del Sur), 3;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Golf Del Sur;38620;234;590;-16.610056;28.02398
